"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Metoprolol Tartrate and Hydrochlorothiazide","62756-369-88","50 mg/1,                         100  mg/1","TABLET","ORAL","ANDA090654","Sun Pharmaceutical Industries, Inc.","62756-369","Metoprolol Tartrate and Hydrochlorothiazide","HYDROCHLOROTHIAZIDE;  METOPROLOL TARTRATE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (62756-369-88)","Adrenergic beta-Antagonists [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2025"
"Metronidazole","68462-184-49","7.5 mg/g","GEL","VAGINAL","ANDA215794","GLENMARK PHARMACEUTICALS INC., USA","68462-184","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","01/27/2022","N/A","ANDA","1 TUBE, WITH APPLICATOR in 1 CARTON (68462-184-49)  / 70 g in 1 TUBE, WITH APPLICATOR","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","70518-0088-3","500 mg/1","TABLET, FILM COATED","ORAL","ANDA203458","REMEDYREPACK INC.","70518-0088","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","12/30/2016","N/A","ANDA","4 TABLET, FILM COATED in 1 BOTTLE (70518-0088-3)","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","70518-0088-4","500 mg/1","TABLET, FILM COATED","ORAL","ANDA203458","REMEDYREPACK INC.","70518-0088","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","01/31/2017","N/A","ANDA","30 TABLET, FILM COATED in 1 BLISTER PACK (70518-0088-4)","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","70518-0088-2","500 mg/1","TABLET, FILM COATED","ORAL","ANDA203458","REMEDYREPACK INC.","70518-0088","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","12/30/2016","N/A","ANDA","14 TABLET, FILM COATED in 1 BOTTLE (70518-0088-2)","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","70518-0088-5","500 mg/1","TABLET, FILM COATED","ORAL","ANDA203458","REMEDYREPACK INC.","70518-0088","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","05/13/2019","N/A","ANDA","21 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (70518-0088-5)","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","70518-0088-0","500 mg/1","TABLET, FILM COATED","ORAL","ANDA203458","REMEDYREPACK INC.","70518-0088","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","12/28/2016","N/A","ANDA","14 TABLET, FILM COATED in 1 BLISTER PACK (70518-0088-0)","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Metronidazole","53002-7340-1","7.5 mg/g","GEL","VAGINAL","ANDA077264","RPK Pharmaceuticals, Inc.","53002-7340","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","10/01/2018","11/30/2024","ANDA","1 TUBE, WITH APPLICATOR in 1 CARTON (53002-7340-1)  / 70 g in 1 TUBE, WITH APPLICATOR","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","N/A"
"Metronidazole","80830-2465-9","500 mg/100mL","INJECTION, SOLUTION","INTRAVENOUS","ANDA217665","Amneal Pharmaceuticals Private Limited","80830-2465","Metronidazole","METRONIDAZOLE","HUMAN PRESCRIPTION DRUG","06/17/2023","N/A","ANDA","24 POUCH in 1 CARTON (80830-2465-9)  / 1 BAG in 1 POUCH (80830-2465-1)  / 100 mL in 1 BAG","Nitroimidazole Antimicrobial [EPC],  Nitroimidazoles [CS]","N/A","No","12/31/2025"
"Micafungin","70710-1725-6","20 mg/mL","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS","ANDA215241","Zydus Pharmaceuticals USA Inc.","70710-1725","Micafungin","MICAFUNGIN SODIUM","HUMAN PRESCRIPTION DRUG","04/10/2023","N/A","ANDA","10 VIAL in 1 CARTON (70710-1725-6)  / 5 mL in 1 VIAL (70710-1725-1)","Echinocandin Antifungal [EPC],  Lipopeptides [CS]","N/A","No","12/31/2024"
"MIGGY FOUNDATION 70% Hand Sanitizer","80781-094-60",".7 mL/mL","GEL","TOPICAL","505G(a)(3)","Miguel Cabrera Foundation, Inc.","80781-094","ALCOHOL","ALCOHOL","HUMAN OTC DRUG","09/17/2020","N/A","OTC MONOGRAPH DRUG","60 mL in 1 BOTTLE (80781-094-60)","N/A","N/A","No","12/31/2024"
"Mineral Sun Silk Moisturizer Sunscreen","79753-078-01","135 mg/mL","CREAM","TOPICAL","part352","COOLA LLC","79753-078","ZINC OXIDE 13.5%","ZINC OXIDE","HUMAN OTC DRUG","02/01/2023","N/A","OTC MONOGRAPH FINAL","1 JAR in 1 CARTON (79753-078-01)  / 44 mL in 1 JAR","N/A","N/A","No","12/31/2024"
"MINTOX MAXIMUM STRENGTH","71205-515-35","400 mg/5mL,                         40  mg/5mL,                         400  mg/5mL","SUSPENSION","ORAL","M001","Proficient Rx LP","71205-515","aluminum hydroxide, magnesium hydroxide, dimethicone","ALUMINUM HYDROXIDE;  DIMETHICONE;  MAGNESIUM HYDROXIDE","HUMAN OTC DRUG","12/16/2020","N/A","OTC MONOGRAPH DRUG","355 mL in 1 BOTTLE (71205-515-35)","Calculi Dissolution Agent [EPC],  Increased Large Intestinal Motility [PE],  Inhibition Large Intestine Fluid/Electrolyte Absorption [PE],  Inhibition Small Intestine Fluid/Electrolyte Absorption [PE],  Magnesium Ion Exchange Activity [MoA],  Osmotic Activity [MoA],  Osmotic Laxative [EPC],  Skin Barrier Activity [PE],  Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]","N/A","No","12/31/2024"
"Mirtazapine","70518-2819-2","7.5 mg/1","TABLET, FILM COATED","ORAL","ANDA076921","REMEDYREPACK INC.","70518-2819","Mirtazapine","MIRTAZAPINE","HUMAN PRESCRIPTION DRUG","07/12/2023","N/A","ANDA","30 TABLET, FILM COATED in 1 BLISTER PACK (70518-2819-2)","N/A","N/A","No","12/31/2025"
"Mirtazapine","57237-010-05","45 mg/1","TABLET, FILM COATED","ORAL","ANDA076921","Rising Pharma Holdings, Inc.","57237-010","Mirtazapine","MIRTAZAPINE","HUMAN PRESCRIPTION DRUG","10/22/2004","N/A","ANDA","500 TABLET, FILM COATED in 1 BOTTLE (57237-010-05)","N/A","N/A","No","12/31/2025"
"Mirtazapine","57237-010-30","45 mg/1","TABLET, FILM COATED","ORAL","ANDA076921","Rising Pharma Holdings, Inc.","57237-010","Mirtazapine","MIRTAZAPINE","HUMAN PRESCRIPTION DRUG","10/22/2004","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE (57237-010-30)","N/A","N/A","No","12/31/2025"
"Mometasone Furoate","68462-192-55","1 mg/g","CREAM","TOPICAL","ANDA078541","Glenmark Pharmaceuticals Inc., USA","68462-192","Mometasone Furoate","MOMETASONE FUROATE","HUMAN PRESCRIPTION DRUG","05/28/2008","N/A","ANDA","45 g in 1 TUBE (68462-192-55)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2025"
"Mometasone Furoate","68462-192-17","1 mg/g","CREAM","TOPICAL","ANDA078541","Glenmark Pharmaceuticals Inc., USA","68462-192","Mometasone Furoate","MOMETASONE FUROATE","HUMAN PRESCRIPTION DRUG","05/28/2008","N/A","ANDA","15 g in 1 TUBE (68462-192-17)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2025"
"MONPURIEL Hair loss care-shampoo","83472-411-01",".22 g/100mL,                         .33  g/100mL,                         .25  g/100mL","SHAMPOO","TOPICAL","","Y2K Co., Ltd.","83472-411","L-Menthol, Dexpanthenol, Salicylic Acid","DEXPANTHENOL;  LEVOMENTHOL;  SALICYLIC ACID","HUMAN OTC DRUG","05/01/2023","N/A","UNAPPROVED DRUG OTHER","500 mL in 1 BOTTLE, PUMP (83472-411-01)","N/A","N/A","No","12/31/2025"
"Montelukast","50090-6109-0","10 mg/1","TABLET, FILM COATED","ORAL","ANDA202843","A-S Medication Solutions","50090-6109","Montelukast","MONTELUKAST SODIUM","HUMAN PRESCRIPTION DRUG","09/28/2022","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE (50090-6109-0)","Leukotriene Receptor Antagonist [EPC],  Leukotriene Receptor Antagonists [MoA]","N/A","No","12/31/2024"
"montelukast sodium","29300-222-19","5 mg/1","TABLET, CHEWABLE","ORAL","ANDA208621","Unichem Pharmaceuticals (USA), Inc.","29300-222","montelukast sodium","MONTELUKAST SODIUM","HUMAN PRESCRIPTION DRUG","08/20/2018","N/A","ANDA","90 TABLET, CHEWABLE in 1 BOTTLE, PLASTIC (29300-222-19)","Leukotriene Receptor Antagonist [EPC],  Leukotriene Receptor Antagonists [MoA]","N/A","No","12/31/2024"
"montelukast sodium","29300-222-10","5 mg/1","TABLET, CHEWABLE","ORAL","ANDA208621","Unichem Pharmaceuticals (USA), Inc.","29300-222","montelukast sodium","MONTELUKAST SODIUM","HUMAN PRESCRIPTION DRUG","08/20/2018","N/A","ANDA","1000 TABLET, CHEWABLE in 1 BOTTLE, PLASTIC (29300-222-10)","Leukotriene Receptor Antagonist [EPC],  Leukotriene Receptor Antagonists [MoA]","N/A","No","12/31/2024"
"montelukast sodium","29300-222-13","5 mg/1","TABLET, CHEWABLE","ORAL","ANDA208621","Unichem Pharmaceuticals (USA), Inc.","29300-222","montelukast sodium","MONTELUKAST SODIUM","HUMAN PRESCRIPTION DRUG","08/20/2018","N/A","ANDA","30 TABLET, CHEWABLE in 1 BOTTLE, PLASTIC (29300-222-13)","Leukotriene Receptor Antagonist [EPC],  Leukotriene Receptor Antagonists [MoA]","N/A","No","12/31/2024"
"Morphine sulfate","0228-3116-11","45 mg/1","CAPSULE, EXTENDED RELEASE","ORAL","ANDA079040","Actavis Pharma, Inc.","0228-3116","Morphine sulfate","MORPHINE SULFATE","HUMAN PRESCRIPTION DRUG","02/04/2014","N/A","ANDA","100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (0228-3116-11)","Full Opioid Agonists [MoA],  Opioid Agonist [EPC]","CII","No","12/31/2025"
"Morphine sulfate","0228-3117-11","75 mg/1","CAPSULE, EXTENDED RELEASE","ORAL","ANDA079040","Actavis Pharma, Inc.","0228-3117","Morphine sulfate","MORPHINE SULFATE","HUMAN PRESCRIPTION DRUG","02/04/2014","N/A","ANDA","100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (0228-3117-11)","Full Opioid Agonists [MoA],  Opioid Agonist [EPC]","CII","No","12/31/2025"
"Morphine Sulfate","0641-6125-25","4 mg/mL","INJECTION","INTRAVENOUS","ANDA205758","Hikma Pharmaceuticals USA Inc.","0641-6125","Morphine Sulfate","MORPHINE SULFATE","HUMAN PRESCRIPTION DRUG","06/03/2015","N/A","ANDA","25 VIAL, SINGLE-DOSE in 1 PACKAGE (0641-6125-25)  / 1 mL in 1 VIAL, SINGLE-DOSE (0641-6125-01)","Full Opioid Agonists [MoA],  Opioid Agonist [EPC]","CII","No","12/31/2025"
"Mycophenolate Mofetil","54288-141-04","500 mg/20mL","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS","ANDA214283","BPI Labs LLC","54288-141","Mycophenolate Mofetil hydrochloride","MYCOPHENOLATE MOFETIL HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/08/2023","N/A","ANDA","4 VIAL in 1 CARTON (54288-141-04)  / 20 mL in 1 VIAL","Antimetabolite Immunosuppressant [EPC]","N/A","No","12/31/2024"
"Mycophenolic Acid","16729-189-29","360 mg/1","TABLET, DELAYED RELEASE","ORAL","ANDA202555","Accord Healthcare Inc.","16729-189","Mycophenolic Acid","MYCOPHENOLATE SODIUM","HUMAN PRESCRIPTION DRUG","09/11/2017","N/A","ANDA","120 TABLET, DELAYED RELEASE in 1 BOTTLE (16729-189-29)","Antimetabolite Immunosuppressant [EPC]","N/A","No","12/31/2025"
"Nabumetone","80425-0104-1","750 mg/1","TABLET","ORAL","ANDA078420","Advanced Rx Pharmacy of Tennessee, LLC","80425-0104","Nabumetone","NABUMETONE","HUMAN PRESCRIPTION DRUG","06/26/2019","N/A","ANDA","30 TABLET in 1 BOTTLE (80425-0104-1)","Anti-Inflammatory Agents,  Non-Steroidal [CS],  Cyclooxygenase Inhibitors [MoA],  Nonsteroidal Anti-inflammatory Drug [EPC]","N/A","No","12/31/2024"
"Nabumetone","80425-0104-2","750 mg/1","TABLET","ORAL","ANDA078420","Advanced Rx Pharmacy of Tennessee, LLC","80425-0104","Nabumetone","NABUMETONE","HUMAN PRESCRIPTION DRUG","04/07/2023","N/A","ANDA","60 TABLET in 1 BOTTLE (80425-0104-2)","Anti-Inflammatory Agents,  Non-Steroidal [CS],  Cyclooxygenase Inhibitors [MoA],  Nonsteroidal Anti-inflammatory Drug [EPC]","N/A","No","12/31/2024"
"Nabumetone","80425-0104-3","750 mg/1","TABLET","ORAL","ANDA078420","Advanced Rx Pharmacy of Tennessee, LLC","80425-0104","Nabumetone","NABUMETONE","HUMAN PRESCRIPTION DRUG","04/07/2023","N/A","ANDA","90 TABLET in 1 BOTTLE (80425-0104-3)","Anti-Inflammatory Agents,  Non-Steroidal [CS],  Cyclooxygenase Inhibitors [MoA],  Nonsteroidal Anti-inflammatory Drug [EPC]","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-21","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","2 g in 1 POUCH (83254-750-21)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-31","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","1 g in 1 POUCH (83254-750-31)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-55","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","5 g in 1 POUCH (83254-750-55)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-60","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","60 g in 1 TUBE (83254-750-60)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-90","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","90 g in 1 TUBE (83254-750-90)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-01","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","10 g in 1 TUBE (83254-750-01)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-05","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","5 g in 1 TUBE (83254-750-05)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-10","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","100 g in 1 TUBE (83254-750-10)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-15","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","15 g in 1 TUBE (83254-750-15)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-30","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","30 g in 1 TUBE (83254-750-30)","N/A","N/A","No","12/31/2024"
"Nanz Povidone","83254-750-50","7.5 g/100g","OINTMENT","TOPICAL","M005","1201258 Ontario Inc. O/A Nanz Pharma","83254-750","Povinanz 7.5%","POVIDONE-IODINE","HUMAN OTC DRUG","05/04/2023","N/A","OTC MONOGRAPH FINAL","150 g in 1 TUBE (83254-750-50)","N/A","N/A","No","12/31/2024"
"NasoClenz","81900-014-03","1.19 mg/mL","GEL","TOPICAL","505G(a)(3)","Silicon Valley Innovations, Inc.","81900-014","Benzalkonium Chloride 0.13%","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","09/25/2023","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 BOX (81900-014-03)  / 12 mL in 1 TUBE","N/A","N/A","No","12/31/2025"
"NasoClenz","81900-014-04","1.19 mg/mL","GEL","TOPICAL","505G(a)(3)","Silicon Valley Innovations, Inc.","81900-014","Benzalkonium Chloride 0.13%","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","09/25/2023","N/A","OTC MONOGRAPH DRUG","2 POUCH in 1 BOX (81900-014-04)  / 1 POUCH in 1 POUCH / 1 mL in 1 POUCH","N/A","N/A","No","12/31/2025"
"NasoClenz","81900-014-05","1.19 mg/mL","GEL","TOPICAL","505G(a)(3)","Silicon Valley Innovations, Inc.","81900-014","Benzalkonium Chloride 0.13%","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","09/25/2023","N/A","OTC MONOGRAPH DRUG","4 POUCH in 1 BOX (81900-014-05)  / 1 POUCH in 1 POUCH / 1 mL in 1 POUCH","N/A","N/A","No","12/31/2025"
"NasoClenz","81900-014-06","1.19 mg/mL","GEL","TOPICAL","505G(a)(3)","Silicon Valley Innovations, Inc.","81900-014","Benzalkonium Chloride 0.13%","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","02/16/2024","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 BOX (81900-014-06)  / 5 mL in 1 TUBE","N/A","N/A","No","12/31/2025"
"Nausia","43742-1663-1","12 [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         8  [hp_X]/mL,                         24  [hp_X]/mL,                         3  [hp_X]/mL,                         6  [hp_X]/mL,                         6  [hp_X]/mL,                         12  [hp_X]/mL,                         8  [hp_X]/mL,                         6  [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         6  [hp_X]/mL,                         12  [hp_X]/mL,                         12  [hp_X]/mL,                         8  [hp_X]/mL","LIQUID","ORAL","","Deseret Biologicals, Inc.","43742-1663","Zingiber Officinale, Ipecacuanha, Iris Versicolor, Lac Defloratum, Lacticum Acidum, Cyclamen Europaeum, Petroleum, Tabacum, Arsenicum Album, Bryonia (Alba), Cadmium Sulphuratum, Cocculus Indicus, Colchicum Autumnale, Conium Maculatum, Ferrum Metallicum, Nux Vomica, Pulsatilla (Pratensis), Sepia, Theridion, Euphorbia Corollata","ANAMIRTA COCCULUS SEED;  ARSENIC TRIOXIDE;  BRYONIA ALBA ROOT;  CADMIUM SULFIDE;  COLCHICUM AUTUMNALE BULB;  CONIUM MACULATUM FLOWERING TOP;  CYCLAMEN PURPURASCENS TUBER;  EUPHORBIA COROLLATA ROOT;  GINGER;  IPECAC;  IRIS VERSICOLOR ROOT;  IRON;  KEROSENE;  LACTIC ACID, DL-;  PULSATILLA PRATENSIS WHOLE;  SEPIA OFFICINALIS JUICE;  SKIM MILK;  STRYCHNOS NUX-VOMICA SEED;  THERIDION CURASSAVICUM;  TOBACCO LEAF","HUMAN OTC DRUG","08/17/2020","N/A","UNAPPROVED HOMEOPATHIC","30 mL in 1 BOTTLE, DROPPER (43742-1663-1)","Allergens [CS],  Allergens [CS],  Allergens [CS],  Cell-mediated Immunity [PE],  Cell-mediated Immunity [PE],  Cell-mediated Immunity [PE],  Dietary Proteins [CS],  Food Additives [CS],  Increased Histamine Release [PE],  Increased Histamine Release [PE],  Increased Histamine Release [PE],  Increased IgG Production [PE],  Increased IgG Production [PE],  Non-Standardized Food Allergenic Extract [EPC],  Non-Standardized Plant Allergenic Extract [EPC],  Non-Standardized Plant Allergenic Extract [EPC],  Non-Standardized Plant Allergenic Extract [EPC],  Plant Proteins [CS],  Plant Proteins [CS],  Plant Proteins [CS],  Seed Storage Proteins [CS]","N/A","No","12/31/2025"
"Nelarabine","70710-1726-1","5 mg/mL","INJECTION","INTRAVENOUS","ANDA215037","Zydus Pharmaceuticals USA Inc.","70710-1726","Nelarabine","NELARABINE","HUMAN PRESCRIPTION DRUG","11/17/2021","N/A","ANDA","1 VIAL, SINGLE-DOSE in 1 CARTON (70710-1726-1)  / 50 mL in 1 VIAL, SINGLE-DOSE","Nucleic Acid Synthesis Inhibitors [MoA],  Nucleoside Metabolic Inhibitor [EPC]","N/A","No","12/31/2024"
"Nelarabine","70710-1726-8","5 mg/mL","INJECTION","INTRAVENOUS","ANDA215037","Zydus Pharmaceuticals USA Inc.","70710-1726","Nelarabine","NELARABINE","HUMAN PRESCRIPTION DRUG","11/17/2021","N/A","ANDA","6 VIAL, SINGLE-DOSE in 1 CARTON (70710-1726-8)  / 50 mL in 1 VIAL, SINGLE-DOSE","Nucleic Acid Synthesis Inhibitors [MoA],  Nucleoside Metabolic Inhibitor [EPC]","N/A","No","12/31/2024"
"Neomycin Polymyxin B Sulfates and Dexamethasone","24208-830-60","1 mg/mL,                         3.5  mg/mL,                         10000  [USP'U]/mL","SUSPENSION/ DROPS","OPHTHALMIC","ANDA064135","Bausch & Lomb Incorporated","24208-830","Neomycin sulfate, Polymyxin B Sulfate and Dexamethasone","DEXAMETHASONE;  NEOMYCIN SULFATE;  POLYMYXIN B SULFATE","HUMAN PRESCRIPTION DRUG","09/13/1995","N/A","ANDA","1 BOTTLE, DROPPER in 1 CARTON (24208-830-60)  / 5 mL in 1 BOTTLE, DROPPER","Aminoglycoside Antibacterial [EPC],  Aminoglycosides [CS],  Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC],  Polymyxin-class Antibacterial [EPC],  Polymyxins [CS]","N/A","No","12/31/2024"
"Neostigmine Methylsulfate","76045-383-30","1 mg/mL","INJECTION, SOLUTION","INTRAVENOUS","NDA203629","Fresenius Kabi USA, LLC","76045-383","Neostigmine Methylsulfate","NEOSTIGMINE METHYLSULFATE","HUMAN PRESCRIPTION DRUG","09/18/2018","N/A","NDA","10 BLISTER PACK in 1 CARTON (76045-383-30)  / 1 SYRINGE, GLASS in 1 BLISTER PACK (76045-383-13)  / 3 mL in 1 SYRINGE, GLASS","Cholinesterase Inhibitor [EPC],  Cholinesterase Inhibitors [MoA]","N/A","No","12/31/2025"
"Neostigmine Methylsulfate","0641-6240-10","1 mg/mL","INJECTION","INTRAVENOUS","ANDA216206","Hikma Pharmaceuticals USA Inc.","0641-6240","Neostigmine Methylsulfate","NEOSTIGMINE METHYLSULFATE","HUMAN PRESCRIPTION DRUG","07/13/2022","N/A","ANDA","10 SYRINGE, PLASTIC in 1 CARTON (0641-6240-10)  / 3 mL in 1 SYRINGE, PLASTIC","Cholinesterase Inhibitor [EPC],  Cholinesterase Inhibitors [MoA]","N/A","No","12/31/2025"
"Niobium Metallicum","37662-3206-1","12 [hp_C]/1","PELLET","ORAL","","Hahnemann Laboratories, INC.","37662-3206","Niobium Metallicum","NIOBIUM","HUMAN OTC DRUG","05/17/2023","N/A","UNAPPROVED HOMEOPATHIC","200 PELLET in 1 VIAL, GLASS (37662-3206-1)","N/A","N/A","No","12/31/2024"
"Niobium Metallicum","37662-3206-2","12 [hp_C]/1","PELLET","ORAL","","Hahnemann Laboratories, INC.","37662-3206","Niobium Metallicum","NIOBIUM","HUMAN OTC DRUG","05/17/2023","N/A","UNAPPROVED HOMEOPATHIC","1200 PELLET in 1 BOTTLE, GLASS (37662-3206-2)","N/A","N/A","No","12/31/2024"
"Niobium Metallicum","37662-3206-3","12 [hp_C]/1","PELLET","ORAL","","Hahnemann Laboratories, INC.","37662-3206","Niobium Metallicum","NIOBIUM","HUMAN OTC DRUG","05/17/2023","N/A","UNAPPROVED HOMEOPATHIC","4000 PELLET in 1 BOTTLE, GLASS (37662-3206-3)","N/A","N/A","No","12/31/2024"
"Niobium Metallicum","37662-3211-1","1 [hp_M]/1","PELLET","ORAL","","Hahnemann Laboratories, INC.","37662-3211","Niobium Metallicum","NIOBIUM","HUMAN OTC DRUG","05/17/2023","N/A","UNAPPROVED HOMEOPATHIC","200 PELLET in 1 VIAL, GLASS (37662-3211-1)","N/A","N/A","No","12/31/2024"
